pair,model,experiment_id,step,sample,metric,region,value,value_norm,comparability
euler_on_on,omniavatar,omni_ta_euler_on_on,5,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,upper_face,0.00028855,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,5,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,full,0.00493566,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,5,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,mouth,0.81871742,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,5,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,upper_face,0.95704728,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,5,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,full,0.90074724,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,5,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lpips,mouth,0.15051492,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,5,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lpips,full,0.09770866,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,5,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sharpness,mouth,22.0439,1.7103011118093865,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,5,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lmd,mouth,9.577806,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,5,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sync_d,mouth,7.430222,1.2053356978620287,face_value
euler_on_on,omniavatar,omni_ta_euler_on_on,5,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sync_c,mouth,6.438916,0.8393830799334117,face_value
euler_on_on,omniavatar,omni_ta_euler_on_on,6,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,mouth,0.01194876,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,6,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,upper_face,0.00027734,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,6,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,full,0.00502758,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,6,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,mouth,0.81584114,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,6,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,upper_face,0.95784092,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,6,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,full,0.9000473,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,6,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lpips,mouth,0.15115039,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,6,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lpips,full,0.09756806,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,6,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sharpness,mouth,22.3475,1.7338562639170139,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,6,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lmd,mouth,11.828025,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,6,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sync_d,mouth,7.522119,1.2202432920935908,face_value
euler_on_on,omniavatar,omni_ta_euler_on_on,6,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sync_c,mouth,6.387136,0.8326329909620767,face_value
euler_on_on,omniavatar,omni_ta_euler_on_on,7,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,mouth,0.01168435,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,7,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,upper_face,0.00027136,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,7,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,full,0.00491642,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,7,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,mouth,0.81440538,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,7,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,upper_face,0.9584347,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,7,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,full,0.89981514,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,7,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lpips,mouth,0.15008287,,normalized_only
